Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission_grade_sqrt,Curricular_units_1st_sem_grade_reflect_log,Curricular_units_2nd_sem_grade_reflect_log,Curricular_units_1st_sem_category,Curricular_units_2nd_sem_category
1,1,1,9085,1,1,0.18098999194093274,1,1,2,9,1,134.3,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled,0.5312484401039775,-0.8961298973235371,-0.7579804656261953,3,3
1,1,4,9500,1,1,-1.3356734691796368,1,3,3,2,2,111.5,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,-1.0851097378321026,-0.11773307247500427,1.8295193665134917,2,1
1,53,1,9085,1,42,-0.19817587333920963,1,38,38,9,9,128.8,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout,0.15476048545557386,-0.40516565318401426,-0.6159913245552012,2,3
1,1,4,171,1,1,0.03690696313447821,1,1,1,9,10,110.0,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,-1.197010224818635,2.036446916444918,1.8295193665134917,1,1
2,39,1,8014,0,1,-0.19817587333920963,1,37,37,6,5,113.5,1,0,0,1,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,-0.9370734728214007,2.036446916444918,1.8295193665134917,1,1
4,39,1,9003,1,12,0.03690696313447821,1,37,37,9,6,160.0,0,0,0,1,0,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate,2.196110494550718,-1.0811927241282149,-0.9223448075610094,3,3
1,18,1,9853,1,1,-0.7290080847314089,1,19,19,9,7,117.4,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,-0.6521073571256688,2.036446916444918,1.8295193665134917,1,1
1,51,1,9070,1,1,-0.19817587333920963,1,3,1,2,8,122.2,0,0,1,1,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate,-0.30780125938247005,-0.4473237708034709,-0.26051140557706604,2,2
1,1,2,9238,1,1,-0.8048412577874374,1,37,38,4,7,118.2,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,-0.5942407441704578,2.036446916444918,1.8295193665134917,1,1
1,1,1,9085,1,1,-1.4873398152916937,1,1,1,4,4,106.7,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout,-1.4459086609303422,-0.8961298973235371,-0.5651061506670894,3,3
1,1,5,9500,1,1,-1.6390061614037505,1,3,4,4,3,108.2,1,0,0,1,0,0,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout,-1.3323027863574337,-0.5398831718155426,-0.2684438412758258,3,2
1,17,2,9853,1,1,0.03690696313447821,1,19,1,9,3,107.0,1,0,0,1,0,0,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled,-1.4231239148118964,-0.03259046479514083,-0.482922357105654,2,2
1,1,1,9238,1,1,0.7118222033331321,1,37,37,6,7,136.1,1,0,0,1,0,0,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,0.6527821234264909,-0.7588807959146515,-1.2518836040662222,3,3
1,17,2,9147,1,1,-0.7290080847314089,1,1,38,4,7,115.3,1,0,0,1,0,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled,-0.8049521393817554,-0.4473237708034709,0.08007666384140247,2,1
1,1,1,9085,1,1,-0.12234270028318116,1,19,19,9,9,139.8,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,0.9001029736861935,-0.5875732249210661,-0.41939590593999887,3,2
1,1,3,9773,1,1,1.9251529722295875,1,1,38,4,7,157.0,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate,2.0090329853521047,-0.33654747358697984,-0.3490524438161182,2,2
1,17,2,9500,1,1,-0.8048412577874374,1,37,37,9,9,131.0,1,0,0,1,0,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout,0.3063021640406227,-0.28835947729878547,-0.33254050172075345,2,2
1,43,1,9500,1,1,-0.19817587333920963,1,38,38,9,5,100.0,0,0,0,1,0,0,20,0,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled,-1.9633804969933395,-0.018381642426213384,-0.482922357105654,2,2
1,17,1,9238,1,1,1.6218202800054737,1,19,37,9,7,140.4,1,0,0,1,0,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled,0.9398992581899146,0.39992034335102367,0.14099385874256087,1,1
1,17,1,9147,1,1,-0.9565076038994943,1,19,19,3,3,113.4,0,0,0,1,0,0,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,-0.9444441578984397,0.3195789830338134,0.1609165244659042,1,1
1,1,2,9085,1,1,0.5601558572210751,1,37,38,9,7,137.0,0,0,0,1,0,0,18,0,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate,0.7132475807684427,-0.4964533916885217,-0.02118707863621259,3,2
1,1,1,9147,1,1,-0.425675392507295,1,2,19,4,5,121.8,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate,-0.3362321403581968,-0.31500796840412426,-0.8327102024034606,2,3
1,17,1,9254,1,1,0.03690696313447821,1,1,1,4,5,131.0,1,0,0,1,0,0,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout,0.3063021640406227,0.15011400589872448,0.08007666384140247,1,1
1,1,2,9147,1,1,-0.9565076038994943,1,19,19,9,7,118.6,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate,-0.5653808728495147,0.20225459765025464,0.017356163475325672,1,1
1,1,1,171,1,1,0.33265633805298966,1,3,19,2,9,122.3,0,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,-0.30070081270229504,2.036446916444918,1.8295193665134917,1,1
1,1,1,9670,1,1,-0.12234270028318116,1,38,38,9,9,127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate,0.09239341629512907,-0.38023065100679226,-0.9101721722280439,2,3
1,1,1,9085,1,1,-0.19817587333920963,1,19,38,4,7,121.3,1,0,0,1,0,0,19,0,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate,-0.37183647282206916,-0.8824272975372687,-0.23950228819224503,3,2
1,17,6,9556,1,1,-0.8048412577874374,1,1,1,4,5,117.1,1,0,0,1,0,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout,-0.6738581460144059,-0.15948812731944834,1.8295193665134917,2,1
1,44,1,9085,1,39,2.0768193183416446,1,37,37,9,9,160.0,1,0,0,1,0,0,20,0,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate,2.196110494550718,-0.8824272975372687,-0.7498375429714706,3,3
1,1,1,9853,1,1,1.015154895557246,1,19,38,9,3,145.3,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled,1.2617703871631547,-0.38023065100679226,-0.6159913245552012,2,3
1,17,3,9238,1,1,-0.12234270028318116,1,1,39,5,3,122.6,1,0,0,1,0,0,18,0,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,-0.2794168721729715,-0.4473237708034709,-0.7095858159709496,2,3
1,17,6,9500,1,1,-0.04650952722715268,1,1,37,8,9,128.0,1,0,0,1,0,0,19,0,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate,0.09933390350927755,-0.6119616636673956,-1.2570399825403993,3,3
1,1,3,9500,1,1,0.40848951110901816,1,19,19,5,8,124.9,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout,-0.11709762649005724,-0.5295792950918403,-0.7371044130726118,3,3
1,17,2,9070,1,1,-0.19817587333920963,1,37,37,9,9,123.7,1,0,0,1,0,0,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,-0.20159769128110572,-0.23077976049762666,-0.482922357105654,2,2
1,1,4,9147,1,1,-0.5015085655633235,1,1,19,4,8,120.1,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate,-0.4575874440846999,-0.2515542563693218,-1.074146943584818,2,3
1,17,6,9500,1,1,1.166821241669303,1,1,19,3,3,131.7,1,0,0,1,0,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,0.3542527018141581,-0.8150928023269663,1.8295193665134917,3,1
1,43,1,9238,1,1,-0.19817587333920963,1,38,37,9,7,133.2,0,0,0,1,0,0,20,0,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate,0.45657660867771616,-0.03259046479514083,-0.1042919338050483,2,2
1,1,1,9670,1,1,-1.1840071230675797,1,1,38,3,9,109.3,0,0,1,0,0,1,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout,-1.249491498975909,-0.12958724463951077,-0.32754056164202144,2,2
1,17,1,9670,1,1,-0.9565076038994943,1,19,19,5,5,113.0,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate,-0.9739594470810594,-0.18977608718344452,-0.04727767276564925,2,2
1,1,1,9773,1,1,1.5459871069494453,1,1,1,141,175,157.9,0,0,1,1,0,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate,2.0653424911434963,-1.1729970485203058,-1.1760068761646938,3,3
1,1,2,9500,1,1,-1.1840071230675797,1,19,1,4,7,112.1,0,0,0,1,0,1,20,0,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled,-1.0405604429173863,-0.5121953350210441,-0.4486536501594315,3,2
1,18,1,9500,1,1,3.441816433350157,1,19,1,4,8,174.7,0,0,0,1,0,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate,3.0884279005462667,-2.591180398770018,-3.0206303198713096,3,3
1,1,5,9500,1,1,-0.2740090463952381,1,37,37,9,9,128.8,1,0,0,1,0,0,19,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,0.15476048545557386,-0.33654747358697984,-0.37807895518821505,2,2
1,1,6,9773,1,1,-1.2598402961236081,1,19,1,4,4,110.1,1,0,0,1,0,1,19,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate,-1.1895265469871132,-0.33654747358697984,-0.18277876565418802,2,2
1,51,1,9147,1,1,-2.549004238076092,1,3,1,3,3,99.7,1,0,1,0,0,0,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled,-1.9869503806031232,2.036446916444918,1.8295193665134917,1,1
1,1,3,9238,1,1,0.18098999194093274,1,1,12,9,10,121.0,1,0,0,1,0,1,19,0,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,-0.39323430238723744,0.06054470593924564,-0.04727767276564925,1,2
1,1,3,9500,1,1,0.6359890302771035,1,19,19,9,7,131.7,1,0,0,1,0,1,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate,0.3542527018141581,-0.662847038465612,-0.27756974928591327,3,2
1,17,5,9853,1,1,-0.04650952722715268,1,37,38,5,6,119.1,1,0,0,1,0,1,19,0,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate,-0.5293743862100904,-0.12958724463951077,0.12894972127074494,2,1
1,1,4,9254,1,1,-0.04650952722715268,1,12,19,9,9,124.7,1,0,0,1,0,0,19,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,-0.13115269067274468,2.036446916444918,1.8295193665134917,1,1
1,17,1,9254,1,1,-1.4873398152916937,1,1,37,9,10,117.2,1,0,0,1,0,0,20,0,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout,-0.6666047905945635,0.0967849228366777,-0.09148886044468256,1,2
1,1,1,9147,1,1,0.10515681888490426,1,3,19,2,10,128.8,0,0,0,1,0,0,18,0,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate,0.15476048545557386,-0.5785569816785792,-0.8970635883417576,3,3
1,1,1,9500,1,1,0.25682316499696123,1,1,19,9,9,131.5,0,0,0,1,0,1,20,0,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate,0.3405655785745037,-0.7612888603294554,-0.9017359214245165,3,3
1,1,1,171,1,1,0.25682316499696123,1,3,37,2,8,121.7,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,-0.3433471520737339,2.036446916444918,1.8295193665134917,1,1
1,1,1,9085,1,1,-0.2740090463952381,1,1,38,4,7,123.4,0,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate,-0.22278667148301506,-0.2515542563693218,-0.6159913245552012,2,3
1,17,1,9853,1,1,0.40848951110901816,1,38,38,7,6,124.7,1,0,0,1,0,0,18,0,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled,-0.13115269067274468,-0.23077976049762666,0.12088209370503468,2,1
1,1,1,9853,1,1,0.33265633805298966,1,37,37,9,9,132.8,1,0,0,1,0,0,18,0,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate,0.4293468126018291,-0.5636066929450035,-0.1275342384472761,3,2
1,43,1,9853,1,1,-1.3356734691796368,1,3,37,2,5,108.7,1,0,0,1,0,0,21,0,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout,-1.2946093606026705,-0.33654747358697984,0.31389340433108354,2,1
1,1,1,9853,1,1,-0.2740090463952381,1,38,37,6,6,138.1,0,0,0,1,0,0,19,0,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,0.7868807258915353,-0.12958724463951077,-0.04727767276564925,2,2
1,1,1,9147,1,1,-0.12234270028318116,1,38,38,9,9,126.5,0,0,0,1,0,1,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate,-0.005059809534859167,0.2532585187214814,-0.1275342384472761,1,2
1,17,2,9238,1,1,0.02932364582887579,1,1,37,7,9,127.4,1,0,0,1,0,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate,0.057650209739981806,-0.20506837839384456,-0.14317196399557067,2,2
1,1,3,9238,1,1,-0.577341738619352,1,19,1,9,10,123.6,1,0,0,1,0,0,20,0,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate,-0.20865782690491744,0.15011400589872448,-0.1366422140068575,1,2
1,39,1,8014,0,1,-0.9565076038994943,1,1,19,6,8,122.0,0,0,0,1,0,1,24,0,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate,-0.32201087386719734,0.15011400589872448,-0.3577187225408904,1,2
1,1,1,9670,1,1,-0.3498422194512666,1,19,1,4,1,118.2,0,0,0,1,0,0,19,0,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout,-0.5942407441704578,-0.5047429033749147,-0.482922357105654,3,2
1,1,1,9500,1,1,-0.425675392507295,1,19,37,9,7,123.9,1,0,0,1,0,1,18,0,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate,-0.1874859760475923,-0.3986754625423802,-0.4072616815172445,2,2
1,1,2,9500,1,1,0.10515681888490426,1,19,19,9,9,125.8,1,0,0,1,0,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate,-0.0539886502238788,-1.2129764339414424,-1.4231699239440383,3,3
1,17,5,9853,1,1,-0.04650952722715268,1,12,12,4,4,123.3,1,0,0,1,0,0,21,0,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout,-0.2298553873848979,0.014440510220084973,0.08007666384140247,1,1
1,17,2,9670,1,1,-0.6531749116753804,1,1,19,5,4,124.4,0,0,0,1,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,-0.15225643724010288,-0.8961298973235371,-0.9101721722280439,3,3
1,17,1,9773,1,1,0.03690696313447821,1,19,37,7,7,126.0,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate,-0.03999512096561088,-0.2830660084660987,-0.482922357105654,2,2
3,39,1,9003,1,1,2.8351510489019294,1,1,37,6,6,170.0,0,0,1,1,0,0,47,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled,2.8073592537374146,2.036446916444918,1.8295193665134917,1,1
1,17,3,9238,1,1,-0.577341738619352,1,19,19,7,8,121.5,0,0,0,1,0,0,19,0,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate,-0.35758595044477015,-0.03259046479514083,0.08007666384140247,2,1
1,39,1,9500,1,3,-0.19817587333920963,1,2,2,1,1,130.0,0,0,0,1,0,0,29,0,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate,0.2375786059737014,-0.9198084015147123,-0.9328344438079222,3,3
1,43,1,9238,1,1,-0.577341738619352,1,19,19,4,8,117.0,1,0,0,1,0,0,21,0,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout,-0.6811145991734775,-0.12958724463951077,-0.003970134972402458,2,1
1,39,1,9085,1,1,-0.19817587333920963,1,37,19,9,7,130.0,1,0,0,1,0,0,28,0,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled,0.2375786059737014,0.0832605370523762,0.20020855197338808,1,1
1,17,2,9556,1,1,0.03690696313447821,1,37,37,3,10,108.0,0,0,0,1,0,0,20,0,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate,-1.3474045368421679,-0.269508970674623,-0.6725318730669885,2,3
1,17,1,9500,1,1,-0.12234270028318116,1,2,38,4,5,132.3,1,0,0,1,0,0,19,0,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate,0.39525183364546773,-0.03734597908682051,-0.09596114172542526,2,2
1,42,1,8014,0,1,1.3184875877813598,1,19,2,4,6,148.0,0,0,0,1,0,0,26,0,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate,1.4368104362263072,-0.03259046479514083,-0.18277876565418802,2,2
1,17,2,9254,1,1,-0.577341738619352,1,37,37,9,8,122.6,1,0,1,0,0,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout,-0.2794168721729715,-0.056465286508334045,-0.537355865609977,2,3
1,1,1,9670,1,1,-0.12234270028318116,1,37,37,9,9,123.0,1,0,0,1,0,1,18,0,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled,-0.2510787513755593,-0.03259046479514083,-0.6506065993013443,2,3
1,39,1,9853,1,1,-0.19817587333920963,1,37,19,9,5,102.5,0,0,0,1,0,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate,-1.7683238013928346,-0.5163977828971957,-0.18277876565418802,3,2
1,1,2,9500,1,1,-0.7290080847314089,1,34,34,90,90,113.3,1,0,0,1,0,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout,-0.951818093553716,-0.11477888997895785,-0.1688320153859585,2,2
1,1,5,9853,1,1,0.6359890302771035,1,37,19,9,5,133.0,1,0,0,1,0,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout,0.44296682902466583,-0.2515542563693218,0.22343872256687364,2,1
1,7,1,9500,1,3,0.5601558572210751,1,1,1,9,5,140.0,0,0,0,1,0,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,Dropout,0.9133778737855518,-0.9588045079862936,-1.067055225102038,3,3
1,43,1,9853,1,1,0.5601558572210751,1,3,1,3,3,128.3,1,0,0,1,0,0,35,0,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,Graduate,0.1201391142467826,-0.3211419053299006,-0.41610458932100636,2,2
1,44,1,9991,0,39,0.5601558572210751,1,37,19,9,8,140.0,0,0,0,1,0,1,26,0,2,6,7,6,12.666666666666666,0,2,6,7,6,13.166666666666666,1,9.4,-0.8,-3.12,Enrolled,0.9133778737855518,-0.33654747358697984,-0.537355865609977,2,3
1,39,1,9773,1,19,0.03690696313447821,1,19,19,3,4,104.0,0,0,1,0,0,0,27,0,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,-1.652430272074424,-0.12958724463951077,1.8295193665134917,2,1
1,18,3,9070,1,1,-0.12234270028318116,1,1,37,5,5,122.3,1,0,0,0,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,-0.30070081270229504,-0.1796364733681908,1.8295193665134917,2,1
1,17,2,9254,1,1,0.7876553763891605,1,1,19,4,6,135.0,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.5786077454067886,2.036446916444918,1.8295193665134917,1,1
1,18,2,9147,1,1,-0.04650952722715268,1,3,3,5,7,119.1,1,0,1,0,0,0,20,0,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Dropout,-0.5293743862100904,0.39992034335102367,0.18345824976815295,1,1
1,43,1,9238,1,1,0.7876553763891605,1,1,37,5,9,126.6,0,0,1,0,0,0,21,0,5,10,18,8,11.5,0,0,6,12,4,10.0,0,9.4,-0.8,-3.12,Enrolled,0.0019189627721349013,0.014440510220084973,0.31389340433108354,1,1
1,17,3,9500,1,1,0.6359890302771035,1,38,1,9,4,129.0,1,0,0,1,0,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate,0.16859021429590695,-0.4644020380612094,-0.49910608592810646,3,3
1,39,1,9085,1,1,0.03690696313447821,1,1,19,9,9,162.3,1,0,0,1,0,0,24,0,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,2.3383517382849455,0.15011400589872448,1.8295193665134917,1,1
1,17,4,9070,1,1,1.166821241669303,1,1,3,4,1,163.4,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate,2.4060238171758215,0.014440510220084973,-0.18277876565418802,1,2
1,1,1,9254,1,1,-0.577341738619352,1,19,38,9,8,121.5,0,0,0,1,0,1,21,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate,-0.35758595044477015,-0.12958724463951077,-0.32754056164202144,2,2
1,1,1,8014,0,1,-0.9565076038994943,1,1,37,7,3,122.8,0,0,0,1,0,0,23,0,0,6,13,2,10.0,0,0,5,12,1,10.0,0,9.4,-0.8,-3.12,Enrolled,-0.26524204260999673,0.39992034335102367,0.31389340433108354,1,1
1,39,1,9147,1,1,0.5601558572210751,1,12,3,4,3,118.0,1,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,-0.6086889919549376,2.036446916444918,1.8295193665134917,1,1
1,51,1,9853,1,1,0.48432268416504665,1,1,1,4,10,134.0,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,0.510913819242599,2.036446916444918,1.8295193665134917,1,1
1,1,4,9500,1,1,0.7118222033331321,1,38,38,9,8,129.8,1,0,0,1,0,0,18,0,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,Graduate,0.22380221220658025,-0.20287763644911602,-0.2518574380345154,2,2
1,39,1,9991,0,40,-0.19817587333920963,1,19,1,3,4,152.0,1,0,0,1,0,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,1.6932199344222527,2.036446916444918,1.8295193665134917,1,1
1,18,6,9500,1,1,-0.5015085655633235,1,37,37,5,5,122.8,1,0,0,1,0,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate,-0.26524204260999673,-0.42488539237276457,-0.4616675597983932,2,2
1,7,1,9119,1,3,1.3184875877813598,1,3,2,2,2,150.0,0,0,0,1,0,0,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1.5654425487340737,2.036446916444918,1.8295193665134917,1,1
1,1,1,9853,1,1,-0.19817587333920963,1,19,19,3,8,131.8,0,0,0,1,0,0,18,0,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,Graduate,0.3610923661883469,-0.30583711011277703,-1.0023128713435643,2,3
